context,condition,study,human.response,feature1,feature2,feature3,feature1b,feature1c,scenario
smearpoop,million,blue.house,0.274193548387097,1.0,10026555.25,1000000.0,,,Imagine that a stranger will give Hank one million dollars to smear dog poop all over his neighbor's front step without his neighbor's permission. Hank carries out the stranger’s request.
smearpoop,tenthousand,blue.house,0.084745762711864,1.0,10026555.25,10000.0,,,Imagine that a stranger will give Hank ten thousand dollars to smear dog poop all over his neighbor's front step without his neighbor's permission. Hank carries out the stranger’s request.
smearpoop,thousand,blue.house,0.142857142857143,1.0,10026555.25,1000.0,,,Imagine that a stranger will give Hank one thousand dollars to smear dog poop all over his neighbor's front step without his neighbor's permission. Hank carries out the stranger’s request.
razehouse,gun,blue.house,0.683333333333333,1.0,3958400.8,520000000.0,,,"Imagine that a stranger tells Hank to completely demolish his neighbor's house without his neighbor's permission. If Hank refuses, the stranger will shoot and kill Hank's son. Hank carries out the stranger's request."
blueoutsidedoor,million,blue.house,0.5,1.0,1611.0,1000000.0,,,Imagine that a stranger will give Hank one million dollars to paint the outside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
breakwindows,million,blue.house,0.241935483870968,1.0,47226.9,1000000.0,,,Imagine that a stranger will give Hank one million dollars to break all the windows in his neighbor's house without his neighbor's permission. Hank carries out the stranger’s request.
blueoutsidedoor,hundred,blue.house,0.083333333333333,1.0,1611.0,100.0,,,Imagine that a stranger will give Hank one hundred dollars to paint the outside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
bleachlawn,hundred,blue.house,0.033333333333333,1.0,22348.9,100.0,,,Imagine that a stranger will give Hank one hundred dollars to spill several gallons of bleach on his neighbor's front lawn without his neighbor's permission. Hank carries out the stranger’s request.
bleachlawn,hunthousand,blue.house,0.213114754098361,1.0,22348.9,100000.0,,,Imagine that a stranger will give Hank one hundred thousand dollars to spill several gallons of bleach on his neighbor's front lawn without his neighbor's permission. Hank carries out the stranger’s request.
bleachlawn,million,blue.house,0.258064516129032,1.0,22348.9,1000000.0,,,Imagine that a stranger will give Hank one million dollars to spill several gallons of bleach on his neighbor's front lawn without his neighbor's permission. Hank carries out the stranger’s request.
bleachlawn,tenthousand,blue.house,0.050847457627119,1.0,22348.9,10000.0,,,Imagine that a stranger will give Hank ten thousand dollars to spill several gallons of bleach on his neighbor's front lawn without his neighbor's permission. Hank carries out the stranger’s request.
bleachlawn,thousand,blue.house,0.111111111111111,1.0,22348.9,1000.0,,,Imagine that a stranger will give Hank one thousand dollars to spill several gallons of bleach on his neighbor's front lawn without his neighbor's permission. Hank carries out the stranger’s request.
bluehouse,gun,blue.house,0.916666666666667,1.0,69249.4,520000000.0,,,"Imagine that a stranger tells Hank to paint the outside of his neighbor's whole house blue without his neighbor's permission. If Hank refuses, the stranger will shoot and kill Hank's son. Hank carries out the stranger's request."
blueoutsidedoor,hunthousand,blue.house,0.327868852459016,1.0,1611.0,100000.0,,,Imagine that a stranger will give Hank one hundred thousand dollars to paint the outside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
bluehouse,hunthousand,blue.house,0.229508196721311,1.0,69249.4,100000.0,,,Imagine that a stranger will give Hank one hundred thousand dollars to paint the outside of his neighbor's whole house blue without his neighbor's permission. Hank carries out the stranger’s request.
bluehouse,million,blue.house,0.419354838709677,1.0,69249.4,1000000.0,,,Imagine that a stranger will give Hank one million dollars to paint the outside of his neighbor's whole house blue without his neighbor's permission. Hank carries out the stranger’s request.
bluehouse,tenthousand,blue.house,0.152542372881356,1.0,69249.4,10000.0,,,Imagine that a stranger will give Hank ten thousand dollars to paint the outside of his neighbor's whole house blue without his neighbor's permission. Hank carries out the stranger’s request.
bluehouse,thousand,blue.house,0.126984126984127,1.0,69249.4,1000.0,,,Imagine that a stranger will give Hank one thousand dollars to paint the outside of his neighbor's whole house blue without his neighbor's permission. Hank carries out the stranger’s request.
blueinsidedoor,gun,blue.house,0.933333333333333,1.0,3070.45,520000000.0,,,"Imagine that a stranger tells Hank to paint the inside of his neighbor's front door blue without his neighbor's permission. If Hank refuses, the stranger will shoot and kill Hank's son. Hank carries out the stranger's request."
bluehouse,hundred,blue.house,0.1,1.0,69249.4,100.0,,,Imagine that a stranger will give Hank one hundred dollars to paint the outside of his neighbor's whole house blue without his neighbor's permission. Hank carries out the stranger’s request.
blueinsidedoor,hunthousand,blue.house,0.262295081967213,1.0,3070.45,100000.0,,,Imagine that a stranger will give Hank one hundred thousand dollars to paint the inside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
blueinsidedoor,hundred,blue.house,0.116666666666667,1.0,3070.45,100.0,,,Imagine that a stranger will give Hank one hundred dollars to paint the inside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
blueoutsidedoor,gun,blue.house,0.933333333333333,1.0,1611.0,520000000.0,,,"Imagine that a stranger tells Hank to paint the outside of his neighbor's front door blue without his neighbor's permission. If Hank refuses, the stranger will shoot and kill Hank's son. Hank carries out the stranger's request."
bluemailbox,thousand,blue.house,0.26984126984127,1.0,849.65,1000.0,,,Imagine that a stranger will give Hank one thousand dollars to paint his neighbor's mailbox blue without his neighbor's permission. Hank carries out the stranger’s request.
bluemailbox,tenthousand,blue.house,0.322033898305085,1.0,849.65,10000.0,,,Imagine that a stranger will give Hank ten thousand dollars to paint his neighbor's mailbox blue without his neighbor's permission. Hank carries out the stranger’s request.
bluemailbox,hundred,blue.house,0.596774193548387,1.0,849.65,1000000.0,,,Imagine that a stranger will give Hank one hundred dollars to paint his neighbor's mailbox blue without his neighbor's permission. Hank carries out the stranger’s request.
bluemailbox,million,blue.house,0.596774193548387,1.0,849.65,1000000.0,,,Imagine that a stranger will give Hank one million dollars to paint his neighbor's mailbox blue without his neighbor's permission. Hank carries out the stranger’s request.
bluemailbox,gun,blue.house,0.95,1.0,849.65,520000000.0,,,"Imagine that a stranger tells Hank to paint his neighbor's mailbox blue without his neighbor's permission. If Hank refuses, the stranger will shoot and kill Hank's son. Hank carries out the stranger's request."
blueinsidedoor,thousand,blue.house,0.158730158730159,1.0,3070.45,1000.0,,,Imagine that a stranger will give Hank one thousand dollars to paint the inside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
blueinsidedoor,tenthousand,blue.house,0.152542372881356,1.0,3070.45,10000.0,,,Imagine that a stranger will give Hank ten thousand dollars to paint the inside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
blueinsidedoor,million,blue.house,0.419354838709677,1.0,3070.45,1000000.0,,,Imagine that a stranger will give Hank one million dollars to paint the inside of his neighbor's front door blue without his neighbor's permission. Hank carries out the stranger’s request.
bluemailbox,hunthousand,blue.house,0.39344262295082,1.0,849.65,100000.0,,,Imagine that a stranger will give Hank one hundred thousand dollars to paint his neighbor's mailbox blue without his neighbor's permission. Hank carries out the stranger’s request.
no.class,noise,cannonball,0.837837837837837,0.013513513513513,0.04391891891892,0.121621621621622,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, there is no art class. This kid cannonballs into the pool."
paint.balloons,splash,cannonball,0.3,0.646666666666668,0.023333333333333,0.08,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, the kids in the art tent are popping paint balloons to make their art projects, which is really noisy. This kid cannonballs into the pool."
no.class,splash,cannonball,0.85,0.036666666666668,0.043333333333332,0.146666666666668,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, there is no art class. This kid cannonballs into the pool."
paint.balloons,noise,cannonball,0.570945945945945,0.317567567567568,0.037162162162163,0.094594594594595,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, the kids in the art tent are popping paint balloons to make their art projects, which is really noisy. This kid cannonballs into the pool."
phone,noise,cannonball,0.472972972972972,0.641891891891893,0.445945945945945,0.226351351351353,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, the camp counselor dropped their phone in the pool by accident. This kid is trying to get the phone out of the water. This kid cannonballs into the pool."
tarp,splash,cannonball,0.786666666666668,0.06,0.03,0.096666666666668,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, there is a covering around the tent that will block the art inside from any splashing. This kid cannonballs into the pool."
rain,splash,cannonball,0.703333333333332,0.406666666666668,0.043333333333332,0.11,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, it is raining outside, and the art in the art tent already got wet and ruined. This kid cannonballs into the pool."
small.kid,noise,cannonball,0.432432432432432,0.408783783783785,0.04391891891892,0.06418918918919,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, this kid is so small that she never makes a loud sound when she cannonballs but still makes a big splash. This kid cannonballs into the pool."
small.kid,splash,cannonball,0.316666666666668,0.626666666666667,0.02,0.073333333333333,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, this kid is so small that she never makes a loud sound when she cannonballs but still makes a big splash. This kid cannonballs into the pool."
tarp,noise,cannonball,0.486486486486488,0.452702702702703,0.033783783783785,0.06418918918919,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, there is a covering around the tent that will block the art inside from any splashing. This kid cannonballs into the pool."
no.art,splash,cannonball,0.67,0.03,0.036666666666668,0.113333333333333,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, the kids are concentrating on coming up with a new art project together, and there is no art in their tent. This kid cannonballs into the pool."
rain,noise,cannonball,0.547297297297297,0.422297297297297,0.033783783783785,0.06418918918919,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, it is raining outside, and the art in the art tent already got wet and ruined. This kid cannonballs into the pool."
no.art,noise,cannonball,0.408783783783785,0.510135135135135,0.023648648648648,0.057432432432433,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, the kids are concentrating on coming up with a new art project together, and there is no art in their tent. This kid cannonballs into the pool."
phone,splash,cannonball,0.406666666666668,0.656666666666668,0.35,0.203333333333332,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, the camp counselor dropped their phone in the pool by accident. This kid is trying to get the phone out of the water. Is it OK for this kid to cannonball, or not OK"
make.noise,noise,cannonball,0.760135135135135,0.27027027027027,0.33445945945946,0.175675675675675,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, the kids in the art tent asked the kids at the pool to make as much noise as they can. This kid cannonballs into the pool."
bee,noise,cannonball,0.702702702702703,0.631756756756757,0.121621621621622,0.368243243243243,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, there is a bee attacking this kid, and she needs to jump into the water quickly. This kid cannonballs into the pool."
bee,splash,cannonball,0.653333333333333,0.67,0.116666666666667,0.39,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, there is a bee attacking this kid, and she needs to jump into the water quickly. This kid cannonballs into the pool."
bellyflop,noise,cannonball,0.462837837837837,0.611486486486488,0.023648648648648,0.04391891891892,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, this kid wants to do a belly flop, which will make a loud sound but no splash. This kid bellyflops into the pool."
bellyflop,splash,cannonball,0.816666666666668,0.143333333333333,0.036666666666668,0.06,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, this kid wants to do a belly flop, which will make a loud sound but no splash. This kid bellyflops into the pool."
cannonball,noise,cannonball,0.327702702702703,0.66554054054054,0.033783783783785,0.114864864864865,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, this kid really wants to cannonball. This kid cannonballs into the pool."
cannonball,splash,cannonball,0.306666666666668,0.676666666666668,0.016666666666668,0.133333333333333,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, this kid really wants to cannonball. Is it OK for him to cannonball or not OK"
make.noise,splash,cannonball,0.44,0.656666666666668,0.213333333333332,0.13,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, the kids in the art tent asked the kids at the pool to make as much noise as they can. This kid cannonballs into the pool."
drowning,noise,cannonball,0.675675675675675,0.628378378378378,0.54054054054054,0.358108108108107,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, one of the campers got into the deep end and doesn’t know how to swim. This kid is trying to save him. This kid cannonballs into the pool."
drowning,splash,cannonball,0.63,0.66,0.536666666666668,0.336666666666667,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, one of the campers got into the deep end and doesn’t know how to swim. This kid is trying to save him. This kid cannonballs into the pool."
grandma,noise,cannonball,0.493243243243243,0.641891891891893,0.256756756756757,0.280405405405405,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, this kid promised her grandma she would do a cannonball for her. Her grandma came to camp just to see it. This kid cannonballs into the pool."
grandma,splash,cannonball,0.423333333333332,0.676666666666668,0.243333333333333,0.3,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, this kid promised her grandma she would do a cannonball for her. Her grandma came to camp just to see it."
headphones,noise,cannonball,0.648648648648647,0.202702702702703,0.030405405405405,0.091216216216215,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the kids in the art tent wouldn’t be distracted by the noise. Today, the kids in the art tent are all wearing headphones and won’t hear any splashing from the pool. This kid cannonballs into the pool."
headphones,splash,cannonball,0.303333333333332,0.673333333333332,0.02,0.09,,,"At a summer camp, there is a pool. Right next to the pool is a tent where the kids at the camp have art class. The camp made a rule that there would be no cannonballing in the pool so that the art wouldn’t get ruined by the splashing water. Today, the kids in the art tent are all wearing headphones and won’t hear any splashing from the pool. This kid cannonballs into the pool."
3_hours,airport,lines,0.046511627906977,1.0,-6.31168831168831,22.0649350649351,0.0,,Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone arrives whose flight leaves in 3 hours. That person skips to the front of the line instead of waiting in the back.
a_bathroom,airport,lines,0.36046511627907,1.0,-0.376623376623377,18.7792207792208,1.0,,"Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone has to leave the line to go to the bathroom. When they get back, the place in line where he was standing is at the front. That person skips to the front of the line instead of waiting in the back."
a_jacket,airport,lines,0.465116279069767,1.0,0.675324675324675,16.5844155844156,1.0,,Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone waited in line and got to security and realized they forgot their jacket at the check-in counter.They retrieve the jacket and then come back. That person skips to the front of the line instead of waiting in the back.
b_bathroom,bathroom,lines,0.081395348837209,1.0,-13.7215189873418,27.0,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line needs to use the bathroom. That person skips to the front of the line instead of waiting in the back.
b_jacket,bathroom,lines,0.674418604651163,0.0,-4.36708860759494,23.3670886075949,1.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line thinks they forgot their jacket in the bathroom. That person skips to the front of the line instead of waiting in the back.
baby,airport,lines,0.255813953488372,1.0,-3.44155844155844,26.025974025974,0.0,,Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone is standing in line with a baby who is crying very loudly. That person skips to the front of the line instead of waiting in the back.
cafe,airport,lines,0.267441860465116,0.0,-4.87012987012987,23.3506493506494,0.0,,Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone arrives who works at a café inside the airport. That person skips to the front of the line instead of waiting in the back.
cater,deli,lines,0.127906976744186,0.0,-12.0519480519481,18.5584415584416,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer wants to ask a series of questions about a catering order that he will pick up next week. That person skips to the front of the line instead of waiting in the back.
clean,bathroom,lines,0.744186046511628,0.0,-6.92405063291139,12.5316455696203,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone arrives who needs to clean the bathroom. That person skips to the front of the line instead of waiting in the back.
diabetic,deli,lines,0.883720930232558,1.0,-6.63636363636364,25.5324675324675,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer walks in who is diabetic and urgently needs sugar. That person skips to the front of the line instead of waiting in the back.
friend,bathroom,lines,0.162790697674419,1.0,-4.53164556962025,16.620253164557,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line is a friend of someone at the front of the line. That person skips to the front of the line instead of waiting in the back.
family,deli,lines,0.779069767441861,1.0,-7.72727272727273,16.1168831168831,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. Two children and their mother walk in. The father of the family is currently placing an order with the cashier. That person skips to the front of the line instead of waiting in the back.
vomit,bathroom,lines,0.825581395348837,1.0,-10.0379746835443,30.8987341772152,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line needs to throw up immediately. That person skips to the front of the line instead of waiting in the back.
married,deli,lines,0.697674418604651,1.0,-4.68831168831169,15.2727272727273,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer walks in who is married to a customer who is currently placing an order with the cashier. That person skips to the front of the line instead of waiting in the back.
repair,deli,lines,0.813953488372093,0.0,-7.58441558441558,14.012987012987,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. The oven in the deli broke this morning and the deli therefore removed half the items from the menu. The oven-repair technician shows up and needs to ask the cashier a series of questions about the oven so he can fix it. That person skips to the front of the line instead of waiting in the back.
sandwich,deli,lines,0.069767441860465,1.0,-11.2337662337662,18.4025974025974,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer walks in who wants to order a sandwich. That person skips to the front of the line instead of waiting in the back.
20_minutes,airport,lines,0.418604651162791,1.0,-3.09090909090909,30.025974025974,0.0,,Imagine that there are five people who are waiting in line for the security screening at an airport. There is only one machine working for the security screening. Someone arrives whose flight leaves in 20 minutes. That person skips to the front of the line instead of waiting in the back.
soda,deli,lines,0.13953488372093,1.0,-4.94805194805195,15.8571428571429,1.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer who is eating lunch at the deli wants to buy another soda. That person skips to the front of the line instead of waiting in the back.
spoon,deli,lines,0.779069767441861,0.0,-0.233766233766234,13.8701298701299,1.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer who is eating soup at the deli dropped his spoon on the floor and needs another one. That person skips to the front of the line instead of waiting in the back.
toiletpaper,deli,lines,0.755813953488372,0.0,-4.32467532467532,18.6623376623377,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer notices that the bathroom is out of toilet paper.He wants to ask the cashier to get him more toilet paper. That person skips to the front of the line instead of waiting in the back.
elderly,bathroom,lines,0.883720930232558,1.0,4.40506329113924,21.1898734177215,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line is an aid to an elderly person at the front of the line. That person skips to the front of the line instead of waiting in the back.
soap,deli,lines,0.837209302325581,0.0,-0.532467532467532,4.77922077922078,0.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer uses the last of the hand soap in the bathroom. That person skips to the front of the line instead of waiting in the back.
water,deli,lines,0.348837209302326,0.0,-2.31168831168831,15.1038961038961,1.0,,Imagine that there are five people who are waiting in line at a deli to order sandwiches for lunch. There is only one person (the cashier) working at the deli. A customer who is eating lunch at the deli wants a refill on tap water. That person skips to the front of the line instead of waiting in the back.
wash_hands,bathroom,lines,0.325581395348837,0.0,-8.06329113924051,18.1645569620253,0.0,,Imagine that there are five people who are waiting in line to use a single-occupancy bathroom at a concert venue. Someone at the back of the line just needs to wash their hands. That person skips to the front of the line instead of waiting in the back.
not.fav.flavor,snack2,lines,0.25,1.0,3.16666666666667,1.91666666666667,1.0,2.09090909090909,This is a story about a classroom. The kids in the classroom are all waiting in line to get a snack from their teacher. This boy didn’t get his favorite flavor. He wants to ask the teacher for a different flavor of chips. He goes to the front of the line instead of waiting in the back of the line.
